ProteinA	ProteinB	DM1	DM2	DM3
P16104	Q16778	0.009889605331280384	0.014959298448155791	0.7355777121329363
P16104	Q08945	0.06922723731896269	0.009889605331280384	0.48927171814994064
P16104	Q9Y5B9	0.30751228206162584	0.06922723731896269	0.07911684265024307
P16104	P68431	0.011173055337767183	0.8277308485213672	0.8277308485213672
P16220	Q09472	0.0	0.0	0.0
P16333	Q05193	0.24007869493866862	0.0	0.0
P16333	Q99704	0.24007869493866862	0.2457055393512937	0.2382030801344603
P16389	Q13303	0.10899620686117757	0.10525362650150238	0.24662034875171138
P16435	P33261	0.6306238028133087	0.4026179427572383	0.38963026718442406
P16435	P11712	0.4026179427572383	0.1241044554735573	0.014430750636460151
P16435	P05181	0.29689879047792156	0.0	0.19881906074162756
P16435	P05177	0.12906415035249605	0.0919925326980557	0.031579526150078814
P16444	P16444	0.4452554744525547	0.0608272506082725	0.8588807785888077
P16619	P51681	0.47095950222987676	0.607015322860802	0.5874133900801478
P17028	Q9NWS9	0.0	0.0	0.0
P17028	P57086	0.42663425903992813	0.40688267297326475	0.42663425903992813
P17040	P57086	0.42663425903992813	0.42663425903992813	0.4226839418265954
P17081	Q9HD26	0.7322592843707603	0.7208677283039426	0.7042119071735654
P17081	Q9BYG5	0.5104966030029708	0.5104966030029708	0.5001486988880457
P17252	P00533	0.13473977212876181	0.15398672620739934	0.12980193742747045
P17275	P15407	0.3954052002438551	0.25070023880073244	0.29955244044502155
P17275	Q16520	0.45948337943124423	0.4455165271609537	0.3517451578400411
P17342	P01160	0.666957550347476	0.5612199140863848	0.6568269156304243
P17342	P16860	0.6012756931019234	0.7246677937795354	0.5903883070064972
P17342	P23582	0.676132022435803	0.6964651047611015	0.6667379960021705
P17542	P15884	0.046645724695964154	0.03498429352197312	0.027563382774887908
P17542	P15923	0.08973985143498997	0.3577951366358157	0.3730150451213438
P17542	Q99081	0.034214844250961975	0.05080385964536779	0.027993963478059797
P17612	P22694	0.3276353276353276	0.31644458315990853	0.3178202826502159
P17676	Q04206	0.29514022171264587	0.286941882220628	0.3074377309506728
P17676	P49715	0.3899082931173344	0.34251867431571315	0.3837399775126382
P17676	P17676	0.40579710144927533	0.41163502553221404	0.4205396558999103
P17706	P42224	0.5535979940246178	0.0	0.3988082245892127
P17980	P62195	0.5153199972974436	0.5198089198089109	0.2653682017572787
P17980	P62191	0.5100015218054916	0.5145368458547811	0.2503366181733747
P17980	P28074	0.1228123262037496	0.38706340723375204	0.1284229670632381
P17980	P35998	0.3642375531442222	0.45698300125493135	0.6025130894477589
P17980	P17980	0.51334533740219	0.51334533740219	0.255125284738041
P17987	P78371	0.37967833588924493	0.6410957002850763	0.3770466793954873
P17987	P49368	0.426547367395428	0.42406595611676207	0.5477892581477769
P17987	P50991	0.6739391668270175	0.0851998320095342	0.04841181722752908
P17987	P48643	0.5866341627277256	0.3611946970340939	0.6907484937232851
P17987	Q99832	0.5463206037403013	0.4829169859694605	0.05481361483842748
P17987	P50990	0.8018373450163206	0.3483055022762141	0.2667749829738504
P18031	P62993	0.33888988591429003	0.15034599870665033	0.09788261629414044
P18074	Q13888	0.607293699619356	0.12467409036710178	0.6503567261886125
P18075	Q13873	0.598825928383039	0.5545292158725129	0.3592955570298234
P18847	P05412	0.19208501372387662	0.19492439573649387	0.25113953730487726
P18847	P15336	0.10941859226626857	0.0014002114478941534	0.06252235788439779
P18847	P18847	0.02762430939226519	0.05212144271854476	0.05212144271854476
P18847	Q15744	0.06641334408934424	0.09501018476329832	0.3927324156099628
P18848	P05412	0.19065065984547264	0.48482353563705277	0.1901284094429085
P18848	P18847	0.00781333459874638	0.0	0.07537914408121037
P18848	Q15744	0.06648012472694036	0.5560155886253194	0.09184990278174032
P18848	P35638	0.01639779197187843	0.0	0.4783265535736643
P18850	P18850	0.0014925373134328356	0.26071384432184214	0.02587303854232793
P19012	P35900	0.6552743679832274	0.5649791940068647	0.4822592301513514
P19235	O14508	0.29691523035588396	0.1428498547851611	0.26586573539504693
P19235	P62993	0.3201690540349076	0.27266972770052006	0.33888988591429003
P19235	P42229	0.592395194431949	0.2654779444435672	0.3241648216018933
P19387	P19387	0.7236363636363636	0.16	0.07272727272727272
P19387	P61218	0.49918174928018394	0.37304058535038326	0.585197363844671
P19387	P52434	0.06110251212562739	0.9609594990744098	0.9609594990744098
P19387	P53803	0.21354026270184742	0.890816719933944	0.890816719933944
P19387	P62875	0.05249772833916738	0.915241922697961	0.915241922697961
P19387	P52435	0.4732309055434524	0.1884615024225379	0.9161785842886049
P19438	Q15628	0.31155671814810937	0.46282020479180785	0.6946646489686187
P19438	Q13158	0.3918867332591195	0.7062263254872723	0.5774169213537931
P19438	Q13490	0.39241460755967605	0.5346038081937853	0.45146045205290775
P19438	Q13489	0.5346038081937853	0.5681235019902865	0.41649366452306535
P19474	P51668	0.16835875742536843	0.048102502121533844	0.26978503465693465
P19474	P62837	0.15873825700106167	0.0	0.0
P19784	P68400	0.4175686712560925	0.43904851123147953	0.43612985789598446
P19793	Q15596	0.19743890643520481	0.3413091173259742	0.006122136633649761
P19793	Q15788	0.20049997475202969	0.39946941534564695	0.35049232227644883
P20151	P35237	0.05829869738506109	0.6280175020580162	0.5869593497625849
P20336	Q9Y2J0	0.44033467737525905	0.41783582524659624	0.42104994697926235
P20337	Q9Y2J0	0.4423453380025434	0.4197437513892747	0.42297254947688456
P20338	Q96T51	0.43464361779356586	0.43788722688157755	0.2724631633929816
P20339	Q9UKG1	0.2104875999811118	0.437419543710748	0.536085606201894
P20594	P23582	0.4882403965335685	0.4882403965335685	0.3311055562698913
P20594	P16860	0.3482764743157622	0.3482764743157622	0.3482764743157622
P20594	P01160	0.2357022603955158	0.44260199653177307	0.2357022603955158
P20618	P49720	0.46759416921982305	0.10123764758780059	0.9368219013287388
P20618	P28074	0.5055229766437959	0.233669341852551	0.19879380366762328
P20618	P28062	0.534723115852063	0.2915076191689324	0.25156082897394544
P20618	P49721	0.5516756636041619	0.5463758585275704	0.30691996129924837
P20794	P20794	0.23756019261637237	0.2953189324714944	0.2953189324714944
P20823	P61457	0.37395070158903954	0.29916056127123164	0.25836593927970003
P21580	P21580	0.0	0.08860759493670886	0.0
P21673	P21673	0.5964912280701753	0.08187134502923976	0.8538011695906431
P21675	Q15545	0.0	0.0	0.0
P21731	P50148	0.3525226226906694	0.40971062786859624	0.710174357406643
P21731	P29992	0.3654955454944537	0.3525226226906694	0.6358092833075547
P21731	P21731	0.0	0.5043731778425656	0.5364431486880467
P21860	P29353	0.08930637232209568	0.06719567794846669	0.0741905186950151
P22087	O00567	0.5352864418328069	0.5352864418328069	0.5639231650584303
P22087	P55769	0.5374892666963165	0.526475142378769	0.6013711877380917
P22087	Q9Y2X3	0.5352864418328069	0.5418949164233354	0.5749372893759779
P22301	Q13651	0.020198776203968486	0.7085632057315084	0.7085632057315084
P22415	P22415	0.08064516129032256	0.0	0.08667760543577033
P22607	P31371	0.5454149473420445	0.4079462199153158	0.4079462199153158
P22607	P05230	0.3603963594434661	0.21871172411981152	0.3603963594434661
P22681	Q16539	0.731390921405329	0.38444196187649415	0.7253110970720805
P23297	P23297	0.0	0.07522412565814335	0.0
P23297	P26447	0.0	0.05138129360007089	0.4932604185606805
P23396	P19838	0.2512858809175334	0.2998725379987743	0.2512858809175334
P23396	P15880	0.34028005511024983	0.34028005511024983	0.34028005511024983
P23511	P25208	0.3627233632599581	0.39661549838921745	0.4568686727028438
P23528	P68133	0.6019429743361472	0.04745330334833954	0.9601432615390831
P23763	Q12846	0.7008616573518414	0.5790252280126308	0.846600201609728
P24278	P24278	0.0	0.0	0.0
P24385	P38936	0.12934880143656355	0.0	0.0
P24539	O75947	0.2577574852638333	0.10472354599505337	0.22963558813735996
P24539	P06576	0.25135436362490554	0.226495140848816	0.2320194125768359
P24539	P25705	0.26984674906096623	0.25662626749913103	0.2541164994889155
P24928	P35269	0.25576202723768743	0.4362999288172314	0.2530266044864822
P24941	P46527	0.3155879258315799	0.31321508428397404	0.16847174988001634
P24941	P24941	0.44966442953020136	0.7114093959731542	0.5938412273243775
P24941	P50613	0.41650300430651666	0.5717785218116536	0.41384723459026623
P24941	P49918	0.3155879258315799	0.4911782003544139	0.3155879258315799
P24941	Q00526	0.44446965838720165	0.7032930647403477	0.5924602962525009
P24941	Q8TD08	0.36494625893517885	0.5395059226278399	0.5282572918018718
P25098	P50148	0.5672611503669239	0.5652914935948166	0.09454352506115399
P25208	Q14919	0.24595018476053823	0.24595018476053823	0.24595018476053823
P25490	P25490	0.8454106280193235	0.8478260869565217	0.5652173913043478
P25685	P11142	0.0	0.0	0.0
P25786	P35998	0.6373563360743194	0.12268050360055746	0.5525166942214659
P25786	P62195	0.0	0.13889724993854613	0.14325131697866686
P25786	Q06323	0.4401668718229512	0.4202883679341728	0.4259679404738238
P25786	Q9UL46	0.2603573085540426	0.27562282268223764	0.7084518091703749
P25787	P35998	0.6599046027574224	0.5150813234227289	0.46257242097843193
P25787	P43686	0.49767797057174107	0.6718924871746164	0.19150593509977537
P25787	P62333	0.18986436925847325	0.19208517983956633	0.5155752207861172
P25787	P17980	0.47698895653535883	0.5215689160334999	0.19176090598533654
P25787	P62195	0.48228154002207707	0.20457092719566228	0.5028499810755295
P25787	Q9UL46	0.5147974055500387	0.18727191441274446	0.2757470567319763
P25788	P17980	0.48446106589099636	0.22669077841807472	0.0
P25788	P43686	0.12420892708804492	0.5026947641473181	0.6401278905309763
P25815	P25815	0.0	0.0	0.0
P26196	Q86TB9	0.43236597934295096	0.35171674960317884	0.53032440267159
P26358	P45973	0.5915689507395341	0.6346436038669622	0.5727739954042022
P26358	O43463	0.6090919798339567	0.602528488671953	0.5732115614816691
P26358	Q14839	0.6388413844878458	0.6044934119057812	0.6012932370502059
P27348	P63104	0.42715021883922055	0.3876154420884691	0.08369835369146889
P27348	P61981	0.3502238163267664	0.438774956549628	0.025975351145628277
P27348	Q04917	0.3401744760924027	0.42715021883922055	0.43768297188872884
P27348	P31947	0.025975351145628277	0.025975351145628277	0.025975351145628277
P27348	P31946	0.42715021883922055	0.1971788304021607	0.08335811648134096
P27361	P27361	0.3693931398416887	0.3027064906780347	0.3027064906780347
P27361	P28482	0.39501899255992207	0.3765572596021276	0.3146789754149103
P27986	P01112	0.4023977055941291	0.21243159103703962	0.30703608832635826
P28062	P49720	0.5758165050851008	0.44840917831342036	0.6233281418804681
P28062	P28072	0.37270071627285833	0.1878751600083173	0.179001277036291
P28065	P28074	0.38370222607377524	0.19686554894468972	0.19325230492686155
P28065	P28062	0.2482935757446249	0.16396678984035884	0.1537188654753364
P28065	P49721	0.2931812669861554	0.2357022603955158	0.2819925017467947
P28065	P62195	0.20883685692307996	0.1149483930007688	0.1743550967309295
P28070	P62195	0.44111149617950746	0.2675661962397182	0.601262538324722
P28070	P49720	0.6184149175141083	0.6106981658482622	0.4663666532053409
P28070	P28074	0.4471006635802775	0.564370631977513	0.4707896007346418
P28070	P28062	0.554370002088932	0.44319800540238646	0.43106613492553614
P28070	P49721	0.48674610893546955	0.47534441636432784	0.5222604415219441
P28070	P20618	0.4801655286637292	0.4690527967048496	0.6568950095029783
P28070	P28072	0.4569646800623043	0.4392633034643704	0.5262072633258736
P28070	P28065	0.45522735269251013	0.4392633034643704	0.1743550967309295
P28072	P49720	0.478039005743147	0.44840917831342036	0.16568192362529982
P28074	P49720	0.5854509019132474	0.4783908502570763	0.08334718713605692
P28074	P28072	0.18546496547777586	0.38741958511788815	0.18556720095812293
P28288	P33897	0.11802996347575148	0.2610405043741106	0.11242110269967019
P28482	Q02750	0.3840428426667023	0.33721269476948273	0.31275066599065066
P28482	Q13233	0.28113094856894405	0.2769277116432996	0.1713437606606915
P28482	P28482	0.38888888888888884	0.318682666574931	0.318682666574931
P29034	P29034	0.0	0.06122448979591836	0.5
P29218	P29218	0.018050541516245487	0.9783393501805054	0.9783393501805054
P29218	O14732	0.17723687828585463	0.019491662663911967	0.041305216390403535
P29274	P29274	0.42475728155339804	0.0703883495145631	0.42233009708737856
P29320	P52799	0.0	0.0	0.0
P29323	P52799	0.0	0.0	0.0
P29353	P35968	0.08284100085454042	0.6149915470423678	0.06626640438023307
P29353	O15357	0.06306955852778812	0.03881203601710038	0.07205729707342708
P29353	Q99062	0.22877883919325717	0.2271532265527643	0.45605084229271514
P29353	P07949	0.09038563794004618	0.6171423992943088	0.07548621379253116
P29466	Q9NPP4	0.07526136532431074	0.056008457915766134	0.005250792929603075
P29590	P29590	0.13832199546485258	0.1530612244897959	0.1470714281824779
P30793	P30793	0.7980225560721953	0.7980225560721953	0.5744214480675317
P30876	P19387	0.3125966094001858	0.6165003336425146	0.8377276049718559
P30876	P62875	0.42596082704935956	0.9082408462581604	0.9082408462581604
P31150	Q9H0U4	0.5789733376158308	0.5923669518183273	0.2001475649853032
P31152	Q8IW41	0.276071767842098	0.19890735630149523	0.2317713312641919
P31689	P11142	0.010686752360501976	0.0	0.0
P31946	P61981	0.0	0.5122037601374851	0.43403708926491325
P31946	Q04917	0.0	0.5127916258127998	0.43403708926491325
P31946	P63104	0.0	0.5133860189339988	0.43403708926491325
P31947	P63104	0.27250900776400394	0.025661133188221483	0.5743530831717277
P32321	P32321	0.0	0.07303370786516854	0.7303370786516854
P32519	P19838	0.3100558699946867	0.30674487780263227	0.252016363129503
P32780	P29083	0.06442886388943485	0.06442886388943485	0.06603958548667073
P32929	P32929	0.046913580246913576	0.9777777777777777	0.9777777777777777
P33552	P24941	0.6131482414367846	0.46398526659624556	0.3155879258315799
P33981	P33981	0.1540256709451575	0.11767376649221666	0.11767376649221666
P34741	P34741	0.6417910447761194	0.10699409536122668	0.12882594404203035
P34998	P55089	0.44479297526250566	0.489088563322733	0.7214333612804771
P35226	P61077	0.14445414141819424	0.06765715019115416	0.006507117618281112
P35372	P41143	0.40913769374792314	0.2836830797234038	0.08398937266913635
P35398	Q15788	0.41642234915001264	0.41642234915001264	0.5070077302962817
P35579	P24844	0.0	0.0	0.053444117182704164
P35638	Q16520	0.19816666106923525	0.13888777160636623	0.04047252845238552
P35638	P17676	0.31843382719126945	0.28706387674461215	0.286941882220628
P35638	P01100	0.009158382763437032	0.005582421956735901	0.003721614637823934
P35638	P05412	0.28893959608160175	0.19653723223311895	0.2384453626869383
P35638	P18847	0.014400833441890835	0.014400833441890835	0.019533336496865953
P35638	Q9NR55	0.3508693084865379	0.41750872093767905	0.3666274529134771
P35916	P29353	0.08266242051907847	0.6149660970453497	0.6209606948801251
P35998	P28074	0.5884765403582612	0.09922631840857345	0.4614964959801454
P35998	P35998	0.39953810623556574	0.2890482685219836	0.2890482685219836
P36404	O43924	0.5306074227053704	0.3521077202659258	0.04396493920178911
P36404	Q9Y2Y0	0.5260741310284305	0.08752420009992426	0.8975829044791311
P36507	P27361	0.379913220664662	0.34942366136819475	0.3107389557451084
P36507	P28482	0.3857076729216276	0.3393425924662691	0.314792762027165
P36873	P41236	0.21672932302621734	0.17604069834665445	0.15168053344549906
P36873	P62136	0.16848233180201774	0.3032681972436319	0.15611823600756958
P36897	P01137	0.6617794234181791	0.6654056120396485	0.5602461420170337
P36897	O43318	0.24213393185522275	0.23741956914665105	0.21438417717401154
P37173	P01137	0.565685424949238	0.6509008575537706	0.3227307873107832
P37198	Q7Z3B4	0.5696195787719003	0.5082946986508204	0.515014195505101
P37231	Q15596	0.18482791112202826	0.3808575138272098	0.43126512595139926
P37231	Q9Y6Q9	0.18482791112202826	0.4326653373992934	0.3808575138272098
P37231	Q15788	0.18482791112202826	0.4326653373992934	0.3808575138272098
P37840	P37840	0.35714285714285715	0.007142857142857142	0.9428571428571428
P38159	Q9UKM9	0.0	0.0	0.0
P38398	Q99728	0.037435287999820654	0.0	0.01859248482250922
P38398	P16104	0.06922723731896269	0.06922723731896269	0.009889605331280384
P38398	P51668	0.16835875742536843	0.0037955275426008995	0.14430750636460152
P38398	P68036	0.26633998937246267	0.25253813613805265	0.26631294356376467
P38398	Q7Z569	0.0	0.0	0.005219784464187516
P38398	P63279	0.10740862499036165	0.07160574999357443	0.09845790624116484
P38398	P62837	0.0	0.15873825700106167	0.14430750636460152
P38398	P61077	0.0	0.15873825700106167	0.14430750636460152
P38398	P51965	0.5862025129007647	0.4469794160868331	0.10991297116889338
P38398	Q96LR5	0.5417634044911855	0.4291891905709393	0.5347275161211702
P38398	Q969T4	0.5568038904995519	0.5363080417695071	0.553387915711211
P38398	Q96B02	0.33716349831411535	0.14048479096421473	0.32781981880034783
P38398	P61086	0.38890872965260115	0.36415999231107193	0.029010919060829414
P38398	P61088	0.0	0.046520182972799175	0.2558610063503955
P38936	P24941	0.34106722411242385	0.3205268632160367	0.4911782003544139
P38936	P11802	0.3276575685082604	0.30851359447099924	0.30104546129724297
P38936	Q00534	0.3122002601781137	0.28536496101361525	0.2798060575860878
P38936	Q00535	0.3515751084589822	0.32929959309311085	0.3390237991990296
P40337	Q13617	0.3528563861760451	0.32413633079920473	0.3220157642023245
P40337	Q15369	0.23507609979971902	0.7115507791967381	0.7115507791967381
P40337	Q16665	0.3265008412475247	0.28419019427177755	0.5558594870379112
P40337	Q99814	0.5406314097115738	0.4803394651010865	0.3889221984992286
P40424	P14653	0.3806451492964219	0.24502072185301296	0.0
P40616	P53365	0.7623106496578327	0.7577705069113901	0.6397371853447945
P41134	P15172	0.0	0.0	0.057452425971406984
P41182	P41182	0.0	0.0	0.0
P41220	Q6RFH5	0.5395459325641428	0.07707799036630612	0.03351216972448092
P41240	Q9NWQ8	0.2389759029010091	0.25861775793396874	0.261891400439462
P42025	P61163	0.6768734584942321	0.4115127526410792	0.2784436024520794
P42025	Q9NZ32	0.403209494327751	0.3934023338975516	0.5105040040439669
P42166	O75531	0.08189716093554548	0.09204326816115355	0.10328526017331592
P42224	P42345	0.3924135505145884	0.597730481037063	0.40400763904317855
P42345	Q8N122	0.6652036904108856	0.5852712680561108	0.42697792450979943
P42345	P40763	0.5029779471773265	0.4000306263126379	0.4930028860907989
P42568	Q03111	0.0	0.0	0.0
P42575	Q9HB75	0.0	0.5074073935327643	0.5649083845303517
P42702	P26992	0.49611524163894866	0.33074349442596573	0.0
P42768	O43516	0.07042896226957644	0.11127776038593078	0.07042896226957644
P42768	Q8TF74	0.07183754151496798	0.07042896226957644	0.11127776038593078
P43119	P21731	0.2912693735975675	0.4627976965400144	0.0
P43119	P43119	0.6450777202072538	0.41709844559585485	0.5431833845149658
P43351	P43351	0.0	0.0	0.0
P43405	Q8TF42	0.1230781846155971	0.11915027651489855	0.0601349853598126
P43487	O14980	0.4674800825201448	0.7217962538250534	0.6104921438950256
P43686	P62195	0.2756111154823061	0.14803959704644468	0.20702749683812957
P43686	P17980	0.2602238867378572	0.1804008188904176	0.4564966348200541
P43686	P35998	0.44659375653887207	0.2929034651827942	0.047366004481395524
P43686	P62191	0.26243933269367925	0.19139281168033395	0.10169912455006969
P43686	P28074	0.12241382920936064	0.4560120241483936	0.38851354764459406
P43686	P62333	0.2706601943220337	0.23824819922777077	0.047366004481395524
P45973	O43463	0.02304698023477238	0.01851064872216093	0.09018185437108144
P45973	P51532	0.36067261220312236	0.32642027363836634	0.4525535105720075
P45973	P51531	0.333505512767598	0.45490365009244516	0.35759834140712243
P45973	Q9H5I1	0.021206679034844696	0.01859081859691338	0.022212778466593114
P45983	P35568	0.2417742155813488	0.24343020335930324	0.15235087557180882
P45983	P45983	0.360655737704918	0.30268358239623566	0.30268358239623566
P45984	P45984	0.36320754716981124	0.31041266215461744	0.31041266215461744
P45984	P45983	0.36193389138113974	0.30894076429774336	0.3041857590901679
P45985	P45983	0.33078730691516767	0.2768750075505058	0.6455629778694972
P45985	P45984	0.3321624111744617	0.27851641744632494	0.6462233156026941
P45985	Q99683	0.2235836203556192	0.12834429433331818	0.6005757248143344
P45985	Q9Y6R4	0.9078916816800412	0.7140336332611449	0.6917482986073086
P45985	Q16539	0.3518180797531166	0.309569749033678	0.6591490932908182
P45985	O14733	0.2885696231927439	0.231250427711947	0.6274528615725803
P45985	O43318	0.24359798170386487	0.17188458214032096	0.6113618019846336
P45985	P53779	0.3155796811996296	0.2585151109238359	0.6383994187842709
P46100	Q06609	0.19834174961853798	0.19834174961853798	0.2043263326184386
P46100	P45973	0.15935229003512347	0.11690529448188505	0.11633779305236135
P46108	P11274	0.5018980615749592	0.3032715246669291	0.5045994103353254
P46109	P19235	0.27284293578018853	0.26307712922097926	0.0
P46379	P46379	0.0	0.0	0.0
P46527	Q00534	0.2798060575860878	0.2798060575860878	0.2938746605292431
P46527	P11802	0.3033791470437332	0.29871177555075273	0.17269274524027894
P46527	P24385	0.0	0.0	0.0
P46527	P31749	0.07218381724612671	0.07954951288348659	0.15615274751202923
P46527	Q00535	0.3244942078047855	0.31965101067337076	0.20099268095371042
P46734	Q9Y6R4	0.7215306185087105	0.69464525983656	0.23643523978390396
P46926	Q8TDQ7	0.026547331006474606	0.8431472216820316	0.8431472216820316
P46934	P62837	0.49898168251294006	0.4161007458763303	0.401340239040195
P46934	P68036	0.6223367213385218	0.6208671513632141	0.5279942213708582
P46934	P61077	0.49898168251294006	0.4161007458763303	0.401340239040195
P46934	P51965	0.06602617883787848	0.8421709528204463	0.4901417390117363
P46934	P51668	0.46324501934491313	0.49898168251294006	0.47920656041513077
P47224	P20336	0.17332978718838055	0.9259571773116055	0.9259571773116055
P47755	P52907	0.8146853146853147	0.05944055944055943	0.9965034965034965
P47755	P47756	0.044734571961791765	0.9354095455284436	0.9354095455284436
P48039	P08754	0.7493070167521289	0.571278359941674	0.7188822000848771
P48039	P04899	0.7495987669397277	0.5716609752127862	0.7191862927242553
P48051	Q92806	0.0	0.0	0.5883560240407151
P48431	P48431	0.22397476340694003	0.23692930890379052	0.23692930890379052
P48549	P48544	0.46575895766778574	0.45870200376372844	0.11271728621650656
P48637	P48637	0.9282700421940927	0.4767932489451477	0.3354430379746835
P48775	P48775	0.6135576250891241	0.6135576250891241	0.272303980218336
P48995	Q13507	0.12630633854733483	0.164935194176288	0.06851154219630425
P48995	Q14573	0.5599786362990565	0.0015884090928937793	0.3661917051716751
P49023	Q05397	0.388357248240704	0.35938422734585196	0.40477199400334396
P49023	Q14289	0.41933668901995	0.37379388651456347	0.3828087576902096
P49336	P49336	0.36853448275862066	0.3620689655172414	0.4603248494308852
P49418	Q99962	0.0	0.0	0.0
P49450	P04908	0.6424352894064502	0.530770368346789	0.5202285604443886
P49450	P33778	0.6478388204748037	0.5556972608392159	0.6056278431546324
P49458	P37108	0.0	0.0	0.03288868749704872
P49459	Q00987	0.4617306604888212	0.34347284636087855	0.306727288365807
P49459	Q5VTR2	0.3793191870886873	0.27349448426399614	0.43293509736522373
P49459	P49459	0.07236842105263158	0.19736842105263155	0.0
P49639	P49639	0.6	0.43692866777795625	0.43692866777795625
P49674	O15169	0.2226706450371099	0.22097086912079608	0.22097086912079608
P49674	P49674	0.31730769230769224	0.33204416634292316	0.33204416634292316
P49682	Q07325	0.4534706531522424	0.4631984862512035	0.2959088160400226
P49715	P49715	0.36033519553072624	0.30955216017787784	0.30955216017787784
P49721	P49720	0.48534065928536785	0.2357022603955158	0.4786648841155618
P49721	P28074	0.444114312886754	0.25000461827543996	0.29025188017480175
P49754	Q9P253	0.56067244741995	0.5605518628375792	0.5638638383934881
P49760	P49761	0.3173075921166489	0.27071493957566484	0.23700708370429638
P49760	P49760	0.3547094188376753	0.2834130741346975	0.2834130741346975
P49760	Q8TAD8	0.25081743541085955	0.0	0.13461952748040482
P49761	P49761	0.2774294670846395	0.22166633854735743	0.22166633854735743
P49761	Q13595	0.19728057531536905	0.0	0.4588435852840606
P49763	P49763	0.23529411764705882	0.5927601809954751	0.5927601809954751
P49768	Q9NZ42	0.12507607877970706	0.9854246699250535	0.9854246699250535
P49768	Q96BI3	0.1151988717303298	0.9439407369914713	0.9439407369914713
P49768	P49768	0.6461649032280412	0.6461649032280412	0.31263383297644537
P49789	P49789	0.22448979591836735	0.06122448979591836	0.7210884353741497
P49795	P19086	0.8272945674629083	0.7024584534998666	0.5618081188916985
P49795	P09471	0.7980259958504874	0.5461148188883335	0.7175075579807967
P49795	P08754	0.7980259958504874	0.558863054723808	0.5415433213683096
P49795	P63096	0.7980259958504874	0.7933298787336209	0.5572131778013808
P49796	P29992	0.5910108676113233	0.5850083029611665	0.6195822594660354
P49798	P50148	0.6206965023457371	0.6298309209288968	0.6027149722648566
P49798	P63096	0.1641836483823777	0.031172702482883417	0.21542742889042102
P49840	Q14596	0.509468239861115	0.46262058562101244	0.4553006396459964
P49841	O15169	0.2390694355440232	0.2390694355440232	0.2390694355440232
P49841	P17612	0.33533261720482227	0.2671373490442817	0.33290636666890605
P49841	P49841	0.34285714285714286	0.27652381362395134	0.33809523809523806
P49902	P49902	0.18528466458898837	0.0	0.18528466458898837
P49910	Q9NWS9	0.0	0.0	0.0
P50213	P51553	0.6633427367827446	0.11923500353206813	0.9777196181183867
P50395	P61006	0.5990996358382739	0.001589004002666399	0.41005795286486435
P50402	O75531	0.007945020013331994	0.011527076060845826	0.7171678873594085
P50552	Q8N8S7	0.0	0.0	0.0
P50552	Q9UI08	0.0	0.0	0.0
P50613	P04608	0.267719619466583	0.30041819894341754	0.30041819894341754
P50613	P50613	0.38439306358381503	0.37861271676300573	0.38151383764289265
P50750	Q4G0J3	0.266184783079551	0.2661154552852598	0.2661182287438013
P50750	P50750	0.40053763440860213	0.3763440860215053	0.3886291726446956
P51149	Q96NA2	0.5719133549046949	0.34744881107667575	0.5004351484838142
P51149	P20339	0.6338886286421173	0.5131455046431969	0.47696282747138313
P51149	P61020	0.629470728606936	0.5131455046431969	0.45433655079953567
P51159	Q9HCH5	0.198373848115683	0.46073926013965083	0.40314685262219446
P51398	P82673	0.4441625509965751	0.5966916895003436	0.35527036736348777
P51572	P51572	0.08130081300813007	0.06097560975609755	0.07418003085729535
P51617	O14920	0.4086169721176995	0.19861494072265765	0.3497017265949443
P51617	O15111	0.4098083160300963	0.20110790419802155	0.35109304118462914
P51665	Q99460	0.0	0.0	0.0
P51665	P55036	0.0	0.0	0.0
P51668	Q9HCM9	0.2741842620927429	0.2693740118805895	0.14430750636460152
P51668	Q9BV68	0.0	0.5753041241376271	0.2741928414645785
P51668	Q9UKV5	0.4332156160699513	0.2813977587647942	0.38911585312784763
P51668	Q969V5	0.5991131331854392	0.9793138776006161	0.9793138776006161
P51668	Q9P0P0	0.0	0.03848200169722707	0.26941365515298904
P51668	Q6PCD5	0.03848200169722707	0.0027407239580873933	0.2046372569288412
P51668	Q9Y3C5	0.501006277374175	0.4694853675444243	0.40750970191168556
P51668	Q6ZNA4	0.3620252076763491	0.30609404113918354	0.33073598141592336
P51668	O43567	0.2693740118805895	0.16835875742536843	0.39925076760873085
P51668	Q86XS8	0.0033752113660455727	0.27420503575081806	0.14434697241346975
P51668	Q9H6Y7	0.2693740118805895	0.14430750636460152	0.39925076760873085
P51668	Q96BH1	0.14430750636460152	0.5778319826265623	0.2741842620927429
P51668	P78317	0.27458808464232637	0.14507330230393514	0.06896922531455384
P51668	Q9Y4L5	0.0	0.2741941281244029	0.25617865716108995
P51668	Q8ND25	0.6502695944844852	0.4213575802706733	0.15718131551495865
P51668	P98170	0.2859260271819029	0.08109675357672677	0.029877751317741442
P51668	Q96EQ8	0.012191496227354267	0.28626749993233735	0.27479343675737694
P51668	Q99942	0.2693740118805895	0.0	0.187599758273982
P51668	Q13064	0.4063148691746377	0.40934782958704397	0.272810065339947
P51668	P14373	0.16835875742536843	0.2741842620927429	0.2746031680042518
P51668	Q99496	0.2741842620927429	0.16835875742536843	0.16835875742536843
P51668	Q06587	0.187599758273982	0.2693740118805895	0.187599758273982
P51668	Q9NVW2	0.31034364840348977	0.2456870855217301	0.43354391350733784
